表名,字段名,数据类型,必填,中文说明,交互设计,验证规则,选项值,关联关系,备注
ai_risk_assessment,gdm_risk_score,DECIMAL_5_3,是,GDM风险评分,数字输入,数值范围0-1,"0-1","","机器学习模型输出的GDM风险概率"
ai_risk_assessment,risk_category,TINYINT,是,风险分层,自动计算,基于风险评分自动分层,"1:低风险(<0.3);2:中风险(0.3-0.7);3:高风险(≥0.7)",,
ai_risk_assessment,macrosomia_risk_score,DECIMAL_5_3,否,巨大儿风险评分,数字输入,数值范围0-1,"0-1","","预测巨大儿的AI模型评分"
ai_risk_assessment,preeclampsia_risk_score,DECIMAL_5_3,否,子痫前期风险评分,数字输入,数值范围0-1,"0-1","","预测子痫前期的AI模型评分"
ai_risk_assessment,preterm_delivery_risk_score,DECIMAL_5_3,否,早产风险评分,数字输入,数值范围0-1,"0-1","","预测早产的AI模型评分"
ai_risk_assessment,neonatal_hypoglycemia_risk_score,DECIMAL_5_3,否,新生儿低血糖风险评分,数字输入,数值范围0-1,"0-1","","预测新生儿低血糖的AI模型评分"
ai_risk_assessment,feature_importance_ranking,JSON,否,特征重要性排序,JSON数据,模型特征重要性,,,记录对预测贡献最大的特征排序
ai_risk_assessment,model_confidence,DECIMAL_4_3,否,模型置信度,数字输入,数值范围0-1,"0-1","","AI模型对本次预测的置信度"
ai_risk_assessment,prediction_explanation,TEXT,否,预测解释,文本域,,,可解释AI的预测原因说明
ai_risk_assessment,recommended_interventions,JSON,否,推荐干预措施,JSON数据,AI推荐的个体化干预,,,"基于风险预测的个体化干预建议"

digital_health_monitoring,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"数字健康监测表，整合最新数字化设备"
digital_health_monitoring,monitoring_date,DATE,是,监测日期,日期选择器,必填,,,
digital_health_monitoring,gestational_week,TINYINT,是,监测孕周,数字输入,数值范围8-42,,,
digital_health_monitoring,device_type,VARCHAR_100,是,设备类型,下拉选择,必选,"Flash Glucose Monitor;Smart Insulin Pen;Pregnancy Health App;Wearable Glucose Sensor;AI Blood Glucose Predictor","","使用的数字健康设备"
digital_health_monitoring,flash_glucose_readings_per_day,INT,否,每日扫描次数,数字输入,数值范围验证,"次/日","","Flash glucose monitor扫描频率"
digital_health_monitoring,smart_pen_injection_accuracy,DECIMAL_4_2,否,智能笔注射准确度,数字输入,数值范围验证,"%","","智能胰岛素笔剂量准确性"
digital_health_monitoring,app_engagement_score,DECIMAL_4_2,否,APP参与度评分,数字输入,数值范围0-100,"%","","健康管理APP使用活跃度"
digital_health_monitoring,daily_steps_count,INT,否,每日步数,数字输入,数值范围验证,"步","","可穿戴设备记录的日步数"
digital_health_monitoring,sleep_quality_score,DECIMAL_4_2,否,睡眠质量评分,数字输入,数值范围0-100,"%","","数字化设备评估的睡眠质量"
digital_health_monitoring,stress_level_index,DECIMAL_4_2,否,压力水平指数,数字输入,数值范围0-100,"%","","可穿戴设备监测的压力指标"
digital_health_monitoring,medication_adherence_rate,DECIMAL_5_2,否,用药依从性,数字输入,数值范围0-100,"%","","通过智能设备监测的用药依从性"
digital_health_monitoring,dietary_compliance_score,DECIMAL_4_2,否,饮食依从性评分,数字输入,数值范围0-100,"%","","营养管理APP评估的饮食依从性"
digital_health_monitoring,predicted_glucose_trend,VARCHAR_50,否,血糖趋势预测,下拉选择,AI预测结果,"上升;下降;稳定;波动","","基于AI的短期血糖趋势预测"
digital_health_monitoring,alert_frequency_per_week,INT,否,每周提醒次数,数字输入,数值范围验证,"次/周","","数字化设备发出的健康提醒频率"

maternal_fetal_outcomes_prediction,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"母婴结局预测模型表，基于2024年最新研究"
maternal_fetal_outcomes_prediction,prediction_date,DATE,是,预测日期,日期选择器,必填,,,
maternal_fetal_outcomes_prediction,gestational_week_at_prediction,TINYINT,是,预测时孕周,数字输入,数值范围8-40,,,
maternal_fetal_outcomes_prediction,prediction_model_used,VARCHAR_100,是,预测模型,下拉选择,使用的预测模型,"FGR-AI-v2.0;PE-Predict-2024;MacrosomiaNet-v1.5;GDM-Outcomes-ML;Composite-Risk-Score-2024","","使用的母婴结局预测模型"
maternal_fetal_outcomes_prediction,composite_maternal_risk_score,DECIMAL_5_3,是,母体综合风险评分,数字输入,数值范围0-1,"0-1","","综合多因素的母体风险预测评分"
maternal_fetal_outcomes_prediction,fetal_growth_restriction_risk,DECIMAL_5_3,否,胎儿生长受限风险,数字输入,数值范围0-1,"0-1","","FGR发生风险预测"
maternal_fetal_outcomes_prediction,macrosomia_probability,DECIMAL_5_3,否,巨大儿概率,数字输入,数值范围0-1,"0-1","","巨大儿发生概率预测"
maternal_fetal_outcomes_prediction,lga_probability,DECIMAL_5_3,否,大于胎龄儿概率,数字输入,数值范围0-1,"0-1","","LGA发生概率"
maternal_fetal_outcomes_prediction,sga_probability,DECIMAL_5_3,否,小于胎龄儿概率,数字输入,数值范围0-1,"0-1","","SGA发生概率"
maternal_fetal_outcomes_prediction,preeclampsia_risk_score,DECIMAL_5_3,否,子痫前期风险评分,数字输入,数值范围0-1,"0-1","","基于最新多标志物预测模型"
maternal_fetal_outcomes_prediction,preterm_birth_risk_score,DECIMAL_5_3,否,早产风险评分,数字输入,数值范围0-1,"0-1","","早产(<37周)风险预测"
maternal_fetal_outcomes_prediction,cesarean_delivery_risk_score,DECIMAL_5_3,否,剖宫产风险评分,数字输入,数值范围0-1,"0-1","","剖宫产必要性风险预测"
maternal_fetal_outcomes_prediction,neonatal_icu_admission_risk,DECIMAL_5_3,否,新生儿ICU入住风险,数字输入,数值范围0-1,"0-1","","新生儿重症监护需求预测"
maternal_fetal_outcomes_prediction,shoulder_dystocia_risk,DECIMAL_5_3,否,肩难产风险,数字输入,数值范围0-1,"0-1","","肩难产发生风险预测"
maternal_fetal_outcomes_prediction,postpartum_hemorrhage_risk,DECIMAL_5_3,否,产后出血风险,数字输入,数值范围0-1,"0-1","","产后出血风险预测"
maternal_fetal_outcomes_prediction,gestational_weight_gain_trajectory,VARCHAR_100,否,体重增长轨迹预测,下拉选择,AI预测轨迹,"正常轨迹;过度增长轨迹;不足增长轨迹;波动性增长轨迹","","孕期体重增长模式预测"
maternal_fetal_outcomes_prediction,optimal_delivery_timing,TINYINT,否,最佳分娩时机,数字输入,预测的最佳分娩孕周,"周","","基于母婴风险平衡的最佳分娩时机"
maternal_fetal_outcomes_prediction,individualized_monitoring_frequency,VARCHAR_100,否,个体化监测频率建议,文本输入,AI推荐的监测方案,,,,"基于风险评估的个体化产检频率建议"

precision_treatment_protocols,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"精准治疗方案表，基于最新循证医学证据"
precision_treatment_protocols,protocol_date,DATE,是,方案制定日期,日期选择器,必填,,,
precision_treatment_protocols,gestational_week,TINYINT,是,制定时孕周,数字输入,数值范围8-42,,,
precision_treatment_protocols,evidence_level,TINYINT,是,证据等级,下拉选择,循证医学证据等级,"1:系统评价/RCT;2:高质量队列研究;3:病例对照研究;4:病例系列;5:专家意见",,
precision_treatment_protocols,guideline_version,VARCHAR_100,是,指南版本,下拉选择,参考的最新指南,"ADA-2024;ACOG-2024;IADPSG-2024;中华医学会-2024;WHO-2024","","参考的最新临床指南版本"
precision_treatment_protocols,personalized_glucose_targets,JSON,是,个体化血糖目标,JSON数据,基于个体风险的目标值,,,,"根据患者特征调整的血糖控制目标"
precision_treatment_protocols,insulin_algorithm_version,VARCHAR_50,否,胰岛素算法版本,下拉选择,使用的胰岛素调整算法,"Basal-Bolus-AI;Carb-Counting-2024;CGM-Based-Dosing;Pregnancy-Specific-Algorithm","","个体化胰岛素剂量调整算法"
precision_treatment_protocols,metformin_candidacy,BOOLEAN,否,二甲双胍适用性,是否选择,基于最新研究的适用性评估,是否,,"基于2023-2024研究的妊娠期二甲双胍使用评估"
precision_treatment_protocols,metformin_dosage_mg,INT,否,二甲双胍剂量,数字输入,数值范围500-2000,"mg/日","","每日二甲双胍剂量"
precision_treatment_protocols,lifestyle_intervention_intensity,TINYINT,是,生活方式干预强度,下拉选择,干预强度分级,"1:低强度;2:中强度;3:高强度;4:intensive lifestyle therapy",,
precision_treatment_protocols,nutritional_therapy_approach,VARCHAR_100,是,营养治疗方法,下拉选择,营养治疗策略,"传统卡路里限制;低GI饮食;DASH饮食;地中海饮食;间歇性禁食(适用于妊娠);个体化营养基因组学","","基于最新研究的营养治疗方法"
precision_treatment_protocols,physical_activity_prescription,TEXT,是,运动处方,文本域,具体运动建议,,,,"详细的个体化运动处方"
precision_treatment_protocols,monitoring_schedule,JSON,是,监测计划,JSON数据,个体化监测方案,,,,"基于风险分层的个体化监测计划"
precision_treatment_protocols,technology_integration_plan,TEXT,否,技术整合方案,文本域,数字健康技术使用,,,,"CGM、APP、远程监测等技术整合方案"
precision_treatment_protocols,multidisciplinary_team_composition,JSON,否,多学科团队组成,JSON数据,团队成员配置,,,,"内分泌科、产科、营养师、教育护士等团队配置"

genomic_risk_profiling,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"基因组风险分析表，基于最新遗传学研究"
genomic_risk_profiling,test_date,DATE,是,检测日期,日期选择器,必填,,,
genomic_risk_profiling,gestational_week,TINYINT,否,检测孕周,数字输入,数值范围8-20,,,
genomic_risk_profiling,genetic_test_type,VARCHAR_100,是,基因检测类型,下拉选择,检测方法,"全基因组SNP芯片;外显子组测序;靶向基因panel;多基因风险评分;药物基因组学检测","","基因检测的具体方法"
genomic_risk_profiling,gdm_polygenic_risk_score,DECIMAL_8_6,否,GDM多基因风险评分,数字输入,数值范围验证,,,,"基于GWAS的多基因风险评分"
genomic_risk_profiling,t2dm_polygenic_risk_score,DECIMAL_8_6,否,T2DM多基因风险评分,数字输入,数值范围验证,,,,"2型糖尿病多基因风险评分"
genomic_risk_profiling,insulin_resistance_genetic_score,DECIMAL_8_6,否,胰岛素抵抗遗传评分,数字输入,数值范围验证,,,,"胰岛素抵抗相关基因评分"
genomic_risk_profiling,beta_cell_function_genetic_score,DECIMAL_8_6,否,β细胞功能遗传评分,数字输入,数值范围验证,,,,"胰岛β细胞功能相关基因评分"
genomic_risk_profiling,metformin_response_genotype,VARCHAR_100,否,二甲双胍反应基因型,文本输入,药物反应相关基因型,,,,"OCT1、MATE等转运体基因多态性"
genomic_risk_profiling,insulin_sensitivity_genotype,VARCHAR_100,否,胰岛素敏感性基因型,文本输入,胰岛素敏感性相关基因,,,,"PPARG、ADIPOQ等基因多态性"
genomic_risk_profiling,gestational_weight_gain_genetic_risk,DECIMAL_6_4,否,孕期体重增长遗传风险,数字输入,数值范围验证,,,,"体重增长相关基因风险评分"
genomic_risk_profiling,preeclampsia_genetic_risk,DECIMAL_6_4,否,子痫前期遗传风险,数字输入,数值范围验证,,,,"子痫前期相关基因风险评分"
genomic_risk_profiling,fetal_macrosomia_genetic_risk,DECIMAL_6_4,否,胎儿巨大儿遗传风险,数字输入,数值范围验证,,,,"胎儿生长相关基因风险评分"
genomic_risk_profiling,postpartum_diabetes_genetic_risk,DECIMAL_6_4,否,产后糖尿病遗传风险,数字输入,数值范围验证,,,,"产后糖尿病发展风险的遗传评分"
genomic_risk_profiling,breastfeeding_success_genetic_score,DECIMAL_6_4,否,母乳喂养成功遗传评分,数字输入,数值范围验证,,,,"影响母乳喂养的遗传因素评分"
genomic_risk_profiling,pharmacogenomic_recommendations,TEXT,否,药物基因组学建议,文本域,个体化用药建议,,,,"基于基因检测的个体化用药建议"

ml_model_training_data,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"机器学习模型训练数据表"
ml_model_training_data,data_collection_date,DATE,是,数据收集日期,日期选择器,必填,,,
ml_model_training_data,feature_vector,JSON,是,特征向量,JSON数据,结构化特征数据,,,,"包含所有用于ML训练的标准化特征"
ml_model_training_data,target_outcomes,JSON,是,目标结局,JSON数据,预测目标变量,,,,"GDM诊断、母婴并发症等target变量"
ml_model_training_data,data_quality_score,DECIMAL_4_2,是,数据质量评分,数字输入,数值范围0-100,"%","","数据完整性和质量评估"
ml_model_training_data,missing_data_imputation_method,VARCHAR_100,否,缺失值填补方法,下拉选择,填补策略,"均值填补;中位数填补;KNN填补;多重填补;深度学习填补;不填补",,"记录缺失数据的处理方法"
ml_model_training_data,feature_engineering_applied,JSON,否,特征工程方法,JSON数据,应用的特征工程,,,,"标准化、归一化、特征选择等方法"
ml_model_training_data,outlier_detection_method,VARCHAR_100,否,异常值检测方法,下拉选择,异常值处理,"IQR方法;Z-score;Isolation Forest;Local Outlier Factor;无处理",,"异常值识别和处理方法"

ai_algorithm_performance,model_id,VARCHAR_50,是,模型ID,系统生成,唯一标识,,,,"AI算法性能评估表"
ai_algorithm_performance,model_name,VARCHAR_100,是,模型名称,文本输入,模型描述,,,
ai_algorithm_performance,algorithm_type,VARCHAR_100,是,算法类型,下拉选择,ML算法分类,"Random Forest;XGBoost;深度神经网络;支持向量机;逻辑回归;贝叶斯网络;集成学习;Transformer;LSTM;CNN",,
ai_algorithm_performance,training_dataset_size,INT,是,训练数据集大小,数字输入,训练样本数量,"样本数","","用于训练的患者数量"
ai_algorithm_performance,validation_dataset_size,INT,是,验证数据集大小,数字输入,验证样本数量,"样本数","","用于验证的患者数量"
ai_algorithm_performance,test_dataset_size,INT,是,测试数据集大小,数字输入,测试样本数量,"样本数","","用于测试的患者数量"
ai_algorithm_performance,training_auc,DECIMAL_5_4,否,训练集AUC,数字输入,数值范围0-1,,,ROC曲线下面积-训练集
ai_algorithm_performance,validation_auc,DECIMAL_5_4,否,验证集AUC,数字输入,数值范围0-1,,,ROC曲线下面积-验证集
ai_algorithm_performance,test_auc,DECIMAL_5_4,否,测试集AUC,数字输入,数值范围0-1,,,ROC曲线下面积-测试集
ai_algorithm_performance,sensitivity,DECIMAL_5_4,否,敏感性,数字输入,数值范围0-1,,,真阳性率
ai_algorithm_performance,specificity,DECIMAL_5_4,否,特异性,数字输入,数值范围0-1,,,真阴性率
ai_algorithm_performance,positive_predictive_value,DECIMAL_5_4,否,阳性预测值,数字输入,数值范围0-1,,,PPV
ai_algorithm_performance,negative_predictive_value,DECIMAL_5_4,否,阴性预测值,数字输入,数值范围0-1,,,NPV
ai_algorithm_performance,f1_score,DECIMAL_5_4,否,F1得分,数字输入,数值范围0-1,,,精确率和召回率的调和平均
ai_algorithm_performance,cross_validation_score,DECIMAL_5_4,否,交叉验证得分,数字输入,数值范围0-1,,,k折交叉验证平均性能
ai_algorithm_performance,feature_importance_top_10,JSON,否,前10重要特征,JSON数据,特征重要性排序,,,,"对预测贡献最大的前10个特征"
ai_algorithm_performance,hyperparameters,JSON,否,超参数设置,JSON数据,模型超参数,,,,"学习率、树深度、正则化参数等"
ai_algorithm_performance,training_time_minutes,INT,否,训练耗时,数字输入,训练时间,"分钟","","模型训练所需时间"
ai_algorithm_performance,inference_time_ms,INT,否,推理耗时,数字输入,单次预测时间,"毫秒","","单个样本预测所需时间"
ai_algorithm_performance,model_interpretability_score,DECIMAL_4_2,否,模型可解释性评分,数字输入,数值范围0-100,"%","","模型透明度和可解释性评估"

real_time_ai_monitoring,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"实时AI监测表"
real_time_ai_monitoring,monitoring_timestamp,TIMESTAMP,是,监测时间戳,时间选择器,精确到秒,,,
real_time_ai_monitoring,data_stream_source,VARCHAR_100,是,数据流来源,下拉选择,数据来源,"CGM实时数据;智能血压计;可穿戴设备;手机APP;智能体重秤;胎心监护仪;智能胰岛素笔","","实时数据的来源设备"
real_time_ai_monitoring,real_time_glucose_value,DECIMAL_4_2,否,实时血糖值,数字输入,数值范围1.0-30.0,"mmol/L","","实时血糖监测值"
real_time_ai_monitoring,glucose_trend_direction,VARCHAR_20,否,血糖趋势方向,自动计算,AI计算趋势,"快速上升;缓慢上升;稳定;缓慢下降;快速下降","","15分钟趋势预测"
real_time_ai_monitoring,hypoglycemia_risk_alert,TINYINT,否,低血糖风险警报,自动计算,AI风险评估,"0:无风险;1:低风险;2:中风险;3:高风险;4:紧急风险",,
real_time_ai_monitoring,hyperglycemia_risk_alert,TINYINT,否,高血糖风险警报,自动计算,AI风险评估,"0:无风险;1:低风险;2:中风险;3:高风险;4:紧急风险",,
real_time_ai_monitoring,activity_pattern_anomaly,BOOLEAN,否,活动模式异常,自动检测,AI异常检测,是否,,"检测到的异常活动模式"
real_time_ai_monitoring,sleep_pattern_disruption,BOOLEAN,否,睡眠模式异常,自动检测,AI模式识别,是否,,"睡眠质量异常检测"
real_time_ai_monitoring,stress_level_spike,BOOLEAN,否,压力水平突增,自动检测,AI应激检测,是否,,"心率变异性等指标异常"
real_time_ai_monitoring,medication_adherence_alert,BOOLEAN,否,用药依从性警报,自动检测,智能设备监测,是否,,"胰岛素注射遗漏提醒"
real_time_ai_monitoring,dietary_violation_alert,BOOLEAN,否,饮食违规警报,自动检测,营养AI分析,是否,,"违反饮食计划的AI检测"
real_time_ai_monitoring,emergency_intervention_triggered,BOOLEAN,否,紧急干预触发,自动触发,AI紧急响应,是否,,"需要立即医疗干预的AI判断"
real_time_ai_monitoring,ai_recommendation_message,TEXT,否,AI推荐信息,自动生成,实时个性化建议,,,,"AI生成的实时健康管理建议"
real_time_ai_monitoring,confidence_interval,DECIMAL_5_2,否,置信区间,自动计算,AI预测置信度,"0-100%","","AI预测的置信度范围"

explainable_ai_reports,patient_id,VARCHAR_32,是,患者ID,外键关联,外键约束,,,外键关联patient_basic_info,"可解释AI报告表"
explainable_ai_reports,report_generation_date,DATE,是,报告生成日期,日期选择器,必填,,,
explainable_ai_reports,prediction_target,VARCHAR_100,是,预测目标,下拉选择,预测内容,"GDM风险;巨大儿风险;子痫前期风险;早产风险;剖宫产风险;新生儿并发症风险","","本次解释的预测目标"
explainable_ai_reports,model_prediction_probability,DECIMAL_5_3,是,模型预测概率,数字输入,数值范围0-1,"0-1","","AI模型的预测概率"
explainable_ai_reports,prediction_category,TINYINT,是,预测分类,自动计算,风险分层,"1:低风险;2:中风险;3:高风险;4:极高风险",,
explainable_ai_reports,shap_feature_contributions,JSON,是,SHAP特征贡献,JSON数据,特征重要性解释,,,,"SHAP值解释每个特征对预测的贡献"
explainable_ai_reports,lime_local_explanation,JSON,否,LIME局部解释,JSON数据,局部可解释性,,,,"LIME算法的局部特征重要性"
explainable_ai_reports,counterfactual_examples,JSON,否,反事实示例,JSON数据,what-if分析,,,,"如果改变某些特征值的预测结果"
explainable_ai_reports,feature_attribution_ranking,JSON,是,特征归因排序,JSON数据,特征重要性排名,,,,"对当前预测最重要的特征排序"
explainable_ai_reports,decision_path_visualization,TEXT,否,决策路径可视化,文本域,决策树路径,,,,"模型决策过程的文字描述"
explainable_ai_reports,uncertainty_quantification,DECIMAL_5_3,否,不确定性量化,数字输入,数值范围0-1,"0-1","","预测结果的不确定性程度"
explainable_ai_reports,actionable_insights,TEXT,是,可执行洞察,文本域,AI建议措施,,,,"基于预测结果的具体行动建议"
explainable_ai_reports,risk_factor_modification_impact,JSON,否,危险因素改变影响,JSON数据,干预效果预测,,,,"改变可控制因素对预测结果的影响"
explainable_ai_reports,explanation_confidence_score,DECIMAL_4_2,否,解释置信度,数字输入,数值范围0-100,"%","","AI解释结果的可信度评分"
