sourceFile,drugCode,genericName,specification,unit,series,category,metadata.englishName,metadata.chineseAcronym,metadata.brandName,metadata.commonDosage,metadata.recommendedDosages,metadata.recommendedFrequency,metadata.form,metadata.route,metadata.indications,metadata.contraindications,metadata.sideEffects,metadata.drugInteractions,metadata.specialInstructions,metadata.pregnancyCategory,metadata.renalAdjustment,metadata.hepaticAdjustment,metadata.frequency1,metadata.frequency2,metadata.frequency3,metadata.frequency4
general-drug-database.ts,trimebutine,曲美布汀,0.1g;0.2g/片,g,消化系统药物/解痉药,解痉药,Trimebutine,TRI,舒丽启能,0.3-0.6g,,每日3次,口服,口服,肠易激综合征,对曲美布汀过敏者禁用,便秘、腹泻,无明显药物相互作用,胃肠解痉药,B,正常剂量,肝功能不全慎用,TID,,,
general-drug-database.ts,rifaximin,利福昔明,0.2g/片,g,消化系统药物/肠道抗感染药,肠道抗生素,Rifaximin,RIF,诺尔曼,0.6-1.2g,,每日2-3次,口服,口服,肝性脑病、旅行者腹泻,肠梗阻禁用,腹胀、恶心,不吸收入血,肠道选择性抗生素,C,正常剂量,正常剂量,BID-TID,,,
general-drug-database.ts,sodium-picosulfate,匹可硫酸钠,10mg/ml,mg,消化系统药物/刺激性泻药,刺激性泻药,Sodium Picosulfate,PIC,匹可硫酸钠滴剂,5-10mg,,睡前服用,口服,口服,便秘、肠道准备,肠梗阻、急腹症禁用,腹痛、腹泻,与抗生素间隔服用,刺激性泻药,B,正常剂量,正常剂量,qhs,,,
general-drug-database.ts,saccharomyces-boulardii,布拉氏酵母菌,250mg/袋,mg,消化系统药物/微生态制剂,益生菌制剂,Saccharomyces boulardii,S.b,亿活,250-500mg,,每日2-4次,口服,口服,急慢性腹泻、抗生素相关性腹泻,中心静脉置管患者慎用,腹胀、皮疹,与抗真菌药间隔服用,益生菌,C,正常剂量,正常剂量,BID-QID,,,
general-drug-database.ts,glycerol,开塞露,10ml;20ml/支,ml,消化系统药物/栓剂泻药,栓剂泻药,Glycerol,GLY,开塞露,10-20ml,,必要时使用,直肠给药,直肠给药,便秘,肠梗阻禁用,肛门刺激,无明显药物相互作用,润滑性泻药,C,正常剂量,正常剂量,prn,,,
general-drug-database.ts,diphenoxylate,地芬诺酯,2.5mg/片,mg,消化系统药物/止泻药,阿片类止泻药,Diphenoxylate,DIP,地芬诺酯片,5mg,,每日4次,口服,口服,急慢性腹泻,伪膜性肠炎、婴幼儿禁用,便秘、腹痛,与MAOIs合用禁忌,阿片类止泻药,C,正常剂量,肝功能不全慎用,QID,,,
general-drug-database.ts,activated-charcoal,活性炭,0.25g/片,g,消化系统药物/肠道吸附剂,吸附剂,Activated Charcoal,AC,活性炭片,1-2g,,每日3-4次,口服,口服,腹泻、中毒解毒,肠梗阻禁用,便秘、黑便,影响其他药物吸收,吸附剂,C,正常剂量,正常剂量,TID-QID,,,
general-drug-database.ts,sucralfate,硫糖铝,0.5g;1g/片,g,消化系统药物/胃黏膜保护剂,胃黏膜保护剂,Sucralfate,SUC,硫糖铝片,1g,,每日4次,口服,口服,消化性溃疡,肾功能不全禁用,便秘,与其他药物间隔2小时服用,胃黏膜保护剂,B,CrCl<30禁用,正常剂量,QID,,,
general-drug-database.ts,misoprostol,米索前列醇,0.2mg/片,mg,消化系统药物/前列腺素类,前列腺素类,Misoprostol,MIS,喜克溃,0.2mg,,每日4次,口服,口服,NSAIDs相关性溃疡预防,孕妇禁用,腹泻、腹痛,与镁制抗酸药合用增加腹泻,前列腺素E1类似物,X,正常剂量,正常剂量,QID,,,
general-drug-database.ts,roxatidine,罗沙替丁,75mg/粒,mg,消化系统药物/H2受体拮抗剂,H2受体拮抗剂,Roxatidine,ROX,罗沙替丁醋酸酯胶囊,75mg,,每日2次,口服,口服,消化性溃疡,对H2受体拮抗剂过敏者禁用,头痛、便秘,无明显药物相互作用,H2受体拮抗剂,B,CrCl<50需减量,正常剂量,BID,,,
general-drug-database.ts,smectite,思密达,3g/袋,g,消化系统药物/肠道吸附剂,肠道保护剂,Smectite,SME,蒙脱石散,3g,,每日3次,口服,口服,急慢性腹泻,肠梗阻禁用,便秘,影响其他药物吸收,肠道黏膜保护剂,B,正常剂量,正常剂量,TID,,,
general-drug-database.ts,liquid-paraffin,石蜡油,15ml/次,ml,消化系统药物/润滑性泻药,润滑性泻药,Liquid Paraffin,PAR,液状石蜡,15-30ml,,睡前服用,口服,口服,便秘,肠梗阻禁用,肛门漏油、脂溶性维生素吸收障碍,影响脂溶性维生素吸收,润滑性泻药,C,正常剂量,正常剂量,qhs,,,
general-drug-database.ts,magnesium-trisilicate,三硅酸镁,0.3g/片,g,消化系统药物/抗酸药,抗酸药,Magnesium Trisilicate,MAG,三硅酸镁片,0.6-1.2g,,每日3-4次,口服,口服,胃酸过多,肾功能不全禁用,便秘、镁蓄积,影响其他药物吸收,抗酸药,C,CrCl<30禁用,正常剂量,TID-QID,,,
general-drug-database.ts,ferric-citrate,枸橼酸铁,210mg/片,mg,血液系统药物/铁剂,有机铁剂,Ferric Citrate,FeCit,枸橼酸铁片,210mg,,每日3次,口服,口服,缺铁性贫血、高磷血症,铁负荷过重禁用,便秘、腹泻,与抗酸药间隔服用,有机铁,A,正常剂量,正常剂量,TID,,,
general-drug-database.ts,ferric-carboxymaltose,羧基麦芽糖铁,500mg/支,mg,血液系统药物/注射铁剂,新型注射铁剂,Ferric Carboxymaltose,FCM,菲普利,500-1000mg,,每周1次,静脉注射,静脉注射,口服铁剂无效的缺铁性贫血,铁负荷过重禁用,低血压、过敏反应,较右旋糖酐铁安全,新型注射铁剂,C,CrCl<30可用,正常剂量,QW,,,
general-drug-database.ts,leucovorin,亚叶酸钙,50mg;100mg/支,mg/m²,血液系统药物/叶酸类,叶酸解救剂,Leucovorin,LV,亚叶酸钙注射液,10-15mg/m²,,必要时给药,静脉注射,静脉注射,大剂量甲氨蝶呤解救,对亚叶酸过敏者禁用,过敏反应,与5-FU合用增强疗效,叶酸解救剂,C,正常剂量,正常剂量,prn,,,
general-drug-database.ts,vitamin-b12,氰钴胺,0.5mg/ml,mg,血液系统药物/维生素B12,维生素B12,Vitamin B12,VB12,维生素B12注射液,0.1-0.5mg,,每日1次,肌肉注射,肌肉注射,巨幼红细胞性贫血,对钴过敏者禁用,过敏反应,与氯霉素拮抗,维生素B12,A/C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,tranexamic-acid,氨甲环酸,0.5g/支,g,血液系统药物/抗纤溶药,抗纤溶药,Tranexamic Acid,TXA,氨甲环酸注射液,1g,,每8小时一次,静脉注射,静脉注射,外伤出血、手术出血,血栓形成倾向禁用,血栓形成,与凝血酶合用协同,抗纤溶药,B,CrCl<50需减量,正常剂量,q8h,,,
general-drug-database.ts,aminocaproic-acid,氨基己酸,2g/支,g,血液系统药物/抗纤溶药,抗纤溶药,Aminocaproic Acid,EACA,氨基己酸注射液,4-5g,,首剂后1g/h,静脉注射,静脉注射,纤溶亢进性出血,血栓形成倾向、DIC禁用,血栓形成、肌病,与雌激素合用增加血栓风险,抗纤溶药,C,CrCl<30需减量,正常剂量,loading+continuous,,,
general-drug-database.ts,aprotinin,抑肽酶,10000KIU/ml,KIU,血液系统药物/蛋白酶抑制剂,蛋白酶抑制剂,Aprotinin,APR,抑肽酶注射液,200万KIU,,单次给药,静脉注射,静脉注射,心脏手术出血预防,对抑肽酶过敏者禁用,过敏反应、血栓形成,首次使用需做过敏试验,丝氨酸蛋白酶抑制剂,B,正常剂量,正常剂量,single,,,
general-drug-database.ts,carbazochrome,卡巴克洛,10mg/ml,mg,血液系统药物/止血药,毛细血管止血药,Carbazochrome,CAR,安络血注射液,10-20mg,,每日2-3次,肌肉注射,肌肉注射,毛细血管性出血,血栓性疾病禁用,局部刺激,与其他止血药合用协同,降低毛细血管通透性,C,正常剂量,正常剂量,BID-TID,,,
general-drug-database.ts,etamsylate,酚磺乙胺,0.25g/ml,g,血液系统药物/止血药,毛细血管止血药,Etamsylate,ETA,止血敏注射液,0.25-0.5g,,每日2-3次,静脉注射,肌肉注射/静脉注射,毛细血管性出血,血栓性疾病禁用,头痛、皮疹,与其他止血药合用协同,降低毛细血管通透性,C,正常剂量,正常剂量,BID-TID,,,
general-drug-database.ts,cholecalciferol,维生素D3,400IU;800IU/粒,IU,内分泌系统药物/维生素D,维生素D3,Cholecalciferol,VD3,维生素D3软胶囊,400-800IU,,每日1次,口服,口服,维生素D缺乏、佝偻病,高钙血症禁用,高钙血症,与噻嗪类利尿剂合用增加高钙风险,促进钙吸收,A/C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,calcitriol,骨化三醇,0.25μg/粒,μg,内分泌系统药物/维生素D类似物,活性维生素D,Calcitriol,CAL,罗钙全,0.25-1μg,,每日1次,口服,口服,慢性肾病矿物质代谢紊乱、骨质疏松,高钙血症禁用,高钙血症,监测血钙,活性维生素D,C,CrCl<15需监测,正常剂量,QD,,,
general-drug-database.ts,alfacalcidol,阿法骨化醇,0.25μg;0.5μg/粒,μg,内分泌系统药物/维生素D类似物,维生素D类似物,Alfacalcidol,ALF,阿法迪三,0.5-1μg,,每日1次,口服,口服,慢性肾病矿物质代谢紊乱,高钙血症禁用,高钙血症,监测血钙,1α-羟基维生素D3,C,CrCl<15需监测,正常剂量,QD,,,
general-drug-database.ts,growth-hormone,重组人生长激素,4IU/支,IU/kg,内分泌系统药物/生长激素,生长激素,Growth Hormone,GH,安苏萌,0.1-0.15IU/kg,,每日1次,皮下注射,皮下注射,生长激素缺乏症,肿瘤、严重疾病急性期禁用,头痛、关节痛、水钠潴留,与糖皮质激素合用降低疗效,睡前注射,C,正常剂量,正常剂量,qhs,,,
general-drug-database.ts,vasopressin,垂体后叶素,5U/ml,IU,内分泌系统药物/垂体激素,垂体后叶激素,Vasopressin,AVP,垂体后叶素注射液,5-10U,,必要时重复,静脉注射,静脉注射/肌肉注射,消化道出血、尿崩症,冠心病、高血压禁用,血压升高、心绞痛,与硝酸甘油合用降低血压升高,血管加压素,C,正常剂量,正常剂量,prn,,,
general-drug-database.ts,prednisolone-acetate,醋酸泼尼松龙,5mg/片,mg,内分泌系统药物/糖皮质激素,中效糖皮质激素,Prednisolone Acetate,PDA,醋酸泼尼松龙片,5-60mg,,每日1-4次,口服,口服,自身免疫性疾病,全身真菌感染禁用,库欣综合征、骨质疏松,与NSAIDs合用增加胃肠道风险,中效糖皮质激素,C,正常剂量,肝功能不全时监测,QD-QID,,,
general-drug-database.ts,hydrocortisone-sodium-succinate,琥珀酸氢化可的松,0.1g/支,mg,内分泌系统药物/糖皮质激素,短效糖皮质激素注射剂,Hydrocortisone Sodium Succinate,HCS,氢化可的松注射液,100-300mg,,每6-8小时,静脉注射,静脉注射,肾上腺危象、严重过敏,全身真菌感染禁用,水钠潴留、高血糖,与NSAIDs合用增加胃肠道风险,短效糖皮质激素,C,正常剂量,正常剂量,q6-8h,,,
general-drug-database.ts,chlorpromazine,氯丙嗪,25mg;50mg;100mg/片,mg,神经系统药物/典型抗精神病药,典型抗精神病药,Chlorpromazine,CPZ,盐酸氯丙嗪片,200-600mg,,每日2-3次,口服,口服,精神分裂症、躁狂症,昏迷、帕金森病禁用,锥体外系反应、直立性低血压,与CNS抑制剂合用增强作用,典型抗精神病药,C,正常剂量,肝功能不全需减量,BID-TID,,,
general-drug-database.ts,haloperidol,氟哌啶醇,1.5mg;5mg/片,mg,神经系统药物/典型抗精神病药,典型抗精神病药,Haloperidol,HAL,氟哌啶醇片,5-20mg,,每日2-3次,口服,口服,精神分裂症、躁狂症,昏迷、帕金森病禁用,锥体外系反应、QT延长,CYP2D6和3A4底物,监测QTc间期,C,正常剂量,肝功能不全需减量,BID-TID,,,
general-drug-database.ts,perphenazine,奋乃静,2mg;4mg/片,mg,神经系统药物/典型抗精神病药,典型抗精神病药,Perphenazine,PPZ,奋乃静片,12-24mg,,每日2-3次,口服,口服,精神分裂症,昏迷、帕金森病禁用,锥体外系反应、直立性低血压,与CNS抑制剂合用增强作用,典型抗精神病药,C,正常剂量,肝功能不全需减量,BID-TID,,,
general-drug-database.ts,amitriptyline,阿米替林,25mg/片,mg,神经系统药物/三环类抗抑郁药,三环类抗抑郁药,Amitriptyline,AMI,盐酸阿米替林片,75-150mg,,每日1-3次,口服,口服,抑郁症、神经病理性疼痛,急性心肌梗死、青光眼、与MAOIs合用禁忌,口干、便秘、心律失常,CYP2D6底物,三环类抗抑郁药,C,正常剂量,肝功能不全需减量,QD-TID,,,
general-drug-database.ts,imipramine,丙米嗪,25mg/片,mg,神经系统药物/三环类抗抑郁药,三环类抗抑郁药,Imipramine,IMI,盐酸丙米嗪片,75-150mg,,每日1-3次,口服,口服,抑郁症,急性心肌梗死、与MAOIs合用禁忌,口干、便秘、心律失常、体位性低血压,CYP2D6底物,三环类抗抑郁药,D,正常剂量,肝功能不全需减量,QD-TID,,,
general-drug-database.ts,zaleplon,扎来普隆,5mg;10mg/粒,mg,神经系统药物/非苯二氮䓬类催眠药,Z药物,Zaleplon,ZAL,扎来普隆胶囊,5-10mg,,睡前服用,口服,口服,失眠,重症肌无力禁用,头晕、嗜睡,CYP3A4底物,"Z药物,超短效",C,正常剂量,肝功能不全需减量,qhs,,,
general-drug-database.ts,alprazolam,阿普唑仑,0.4mg;0.8mg/片,mg,神经系统药物/苯二氮䓬类,抗焦虑药,Alprazolam,ALP,佳静安定,0.4-2.4mg,,每日2-3次,口服,口服,焦虑症、惊恐障碍,急性闭角型青光眼、重症肌无力禁用,嗜睡、依赖性,与CYP3A4抑制剂合用增加血药浓度,短中效苯二氮䓬类,D,正常剂量,肝功能不全需减量,BID-TID,,,
general-drug-database.ts,lorazepam,劳拉西泮,1mg;2mg/片,mg,神经系统药物/苯二氮䓬类,抗焦虑药,Lorazepam,LOR,罗拉,2-6mg,,每日2-3次,口服,口服,焦虑症,急性闭角型青光眼、重症肌无力禁用,嗜睡、依赖性,与CNS抑制剂合用增强作用,中效苯二氮䓬类,D,正常剂量,肝功能不全需减量,BID-TID,,,
general-drug-database.ts,cetirizine,西替利嗪,10mg/片,mg,抗过敏药/第二代抗组胺药,第二代抗组胺药,Cetirizine,CET,仙特明,10mg,,每日1次,口服,口服,过敏性鼻炎、荨麻疹,对西替利嗪过敏者禁用,嗜睡、头痛,与CNS抑制剂合用增强作用,第二代抗组胺药,B,CrCl<30需减量,正常剂量,QD,,,
general-drug-database.ts,loratadine,氯雷他定,10mg/片,mg,抗过敏药/第二代抗组胺药,第二代抗组胺药,Loratadine,LOR,克敏能,10mg,,每日1次,口服,口服,过敏性鼻炎、荨麻疹,对氯雷他定过敏者禁用,头痛、嗜睡,CYP3A4和2D6底物,第二代抗组胺药,B,正常剂量,肝功能不全需减量,QD,,,
general-drug-database.ts,desloratadine,地氯雷他定,5mg/片,mg,抗过敏药/第二代抗组胺药,第二代抗组胺药,Desloratadine,DES,芙必叮,5mg,,每日1次,口服,口服,过敏性鼻炎、荨麻疹,对地氯雷他定过敏者禁用,头痛、口干,无明显药物相互作用,氯雷他定活性代谢物,C,正常剂量,肝肾功能不全慎用,QD,,,
general-drug-database.ts,fexofenadine,非索非那定,60mg;120mg;180mg/片,mg,抗过敏药/第二代抗组胺药,第二代抗组胺药,Fexofenadine,FEX,艾来,60-180mg,,每日1-2次,口服,口服,过敏性鼻炎、荨麻疹,对非索非那定过敏者禁用,头痛、恶心,与果汁同服降低吸收,第二代抗组胺药,C,正常剂量,正常剂量,QD-BID,,,
general-drug-database.ts,ketotifen,酮替芬,1mg/片,mg,抗过敏药/抗组胺药,抗组胺药,Ketotifen,KET,酮替芬片,2mg,,每日2次,口服,口服,过敏性鼻炎、哮喘预防,对酮替芬过敏者禁用,嗜睡、体重增加,与CNS抑制剂合用增强作用,抗组胺+肥大细胞稳定,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,pantothenic-acid-vitamin-b5,泛酸钙,10mg/片,mg,维生素/水溶性维生素,维生素B5,Pantothenic Acid (Vitamin B5),VB5,泛酸钙片,10-20mg,,每日1-3次,口服,口服,泛酸缺乏,无禁忌症,罕见不良反应,无明显药物相互作用,辅酶A前体,A,正常剂量,正常剂量,QD-TID,,,
general-drug-database.ts,elemental-iron,铁,60mg元素铁/片,mg,矿物质/铁剂,铁剂,Elemental Iron,Fe,复合维生素铁片,60mg,,每日1次,口服,口服,缺铁性贫血,铁负荷过重禁用,胃肠道反应,与抗酸药间隔服用,元素铁,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,zinc,锌,10mg元素锌/片,mg,矿物质/锌剂,锌剂,Zinc,Zn,葡萄糖酸锌片,10-30mg,,每日1次,口服,口服,锌缺乏,无禁忌症,胃肠道反应,与铁剂、钙剂间隔服用,微量元素,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,sodium-thiosulfate,硫代硫酸钠,10g/支,g,解毒药/氰化物解毒剂,氰化物解毒剂,Sodium Thiosulfate,STS,硫代硫酸钠注射液,12.5g,,单次给药,静脉注射,静脉注射,氰化物中毒,无禁忌症,恶心、低血压,与亚硝酸盐联用,氰化物解毒,C,正常剂量,正常剂量,single,,,
general-drug-database.ts,sodium-nitrite,亚硝酸钠,0.3g/支,mg,解毒药/氰化物解毒剂,氰化物解毒剂,Sodium Nitrite,NaNO2,亚硝酸钠注射液,300mg,,单次给药,静脉注射,静脉注射,氰化物中毒,高铁血红蛋白血症禁用,高铁血红蛋白血症、低血压,与硫代硫酸钠联用,氰化物解毒,C,正常剂量,正常剂量,single,,,
general-drug-database.ts,pralidoxime,氯解磷定,0.5g/支,g,解毒药/胆碱酯酶复活剂,胆碱酯酶复活剂,Pralidoxime,PAM,氯解磷定注射液,0.5-1g,,每4-6小时,静脉注射,静脉注射/肌肉注射,有机磷农药中毒,对氯解磷定过敏者禁用,头晕、心动过速,与阿托品联用,胆碱酯酶复活剂,C,肾功能不全需减量,正常剂量,q4-6h,,,
general-drug-database.ts,tuberculin-ppd,结核菌素,5TU/0.1ml,ml,诊断用药/皮试抗原,结核菌素试验,Tuberculin PPD,PPD,结核菌素纯蛋白衍生物,0.1ml,,单次皮试,皮内注射,皮内注射,结核病筛查,活动性结核禁用,局部红肿,48-72小时读取结果,结核筛查,C,正常剂量,正常剂量,single,,,
general-drug-database.ts,sodium-chloride,氯化钠,0.9%/100ml;0.9%/250ml;0.9%/500ml,ml,电解质补充剂/钠盐,生理盐水,Sodium Chloride,NaCl,氯化钠注射液,按需,,持续输注,静脉注射,静脉注射,脱水、电解质紊乱,高钠血症、水肿禁用,高钠血症、水钠潴留,与强心苷合用需监测,生理盐水,C,肾功能不全需监测,正常剂量,continuous,,,
general-drug-database.ts,potassium-chloride,氯化钾,10%/10ml,mEq,电解质补充剂/钾盐,氯化钾注射液,Potassium Chloride,KCl,氯化钾注射液,10-40mEq,,缓慢输注,静脉注射,静脉注射,低钾血症,高钾血症、肾衰竭禁用,高钾血症、心律失常,输注速度<20mEq/h,补钾,C,CrCl<30禁用,正常剂量,slow infusion,,,
general-drug-database.ts,magnesium-sulfate,硫酸镁,10%/10ml;25%/10ml,g,电解质补充剂/镁盐,硫酸镁注射液,Magnesium Sulfate,MgSO4,硫酸镁注射液,1-2g,,缓慢输注,静脉注射,静脉注射,低镁血症、子痫前期,肾功能不全、心脏传导阻滞禁用,潮红、低血压、呼吸抑制,监测镁浓度,补镁+抗惊厥,B,CrCl<30禁用,正常剂量,slow infusion,,,
general-drug-database.ts,sodium-bicarbonate,碳酸氢钠,5%/100ml;5%/250ml,ml,电解质补充剂/碱性药,碳酸氢钠注射液,Sodium Bicarbonate,NaHCO3,碳酸氢钠注射液,按需,,持续输注,静脉注射,静脉注射,代谢性酸中毒,代谢性碱中毒、低钙血症禁用,代谢性碱中毒、高钠血症,监测血气和电解质,纠正酸中毒,C,肾功能不全需监测,正常剂量,continuous,,,
general-drug-database.ts,betaxolol,倍他洛尔,20mg,mg,选择性β1受体阻滞剂,基于知识图谱扩充,Betaxolol,BET,倍他乐克,20-40mg,,每日1次,口服,口服,甲亢心血管症状;高血压,哮喘;严重心力衰竭;心动过缓,疲劳;头晕;失眠,胰岛素;地高辛,可与食物同服,C,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,phenoxybenzamine,酚苄明,10mg,mg,α受体阻滞剂,基于知识图谱扩充,Phenoxybenzamine,PHE,酚苄明,10-20mg,,每日2次,口服,口服,嗜铬细胞瘤术前准备;甲亢危象,心力衰竭;冠心病;脑血管疾病,直立性低血压;鼻塞;口干;射精障碍,胰岛素;降压药,缓慢增量避免低血压,C,正常剂量,正常剂量,BID,,,
general-drug-database.ts,carbimazole,卡比马唑,5mg,mg,抗甲状腺药,基于知识图谱扩充,Carbimazole,CAR,卡比马唑,5-15mg,,每日3次,口服,口服,甲状腺功能亢进症,严重肝病;粒细胞缺乏症,皮疹;关节痛;肝功能损害;粒细胞减少,华法林;地高辛,定期监测血常规,D,正常剂量,肝功能损害时谨慎,TID,,,
general-drug-database.ts,sulfasalazine,柳氮磺胺吡啶,250mg;500mg,mg,免疫抑制剂,基于知识图谱扩充,Sulfasalazine,SSZ,柳氮磺胺吡啶,1-2g,,每日2次,口服,口服,甲状腺相关眼病;炎症性肠病,磺胺过敏;严重肝肾功能不全,胃肠道反应;皮疹;头痛;男性不育,叶酸;华法林,餐后服用,B,肾功能不全时减量,肝功能损害时谨慎,BID,,,
general-drug-database.ts,cyclophosphamide,环磷酰胺,25mg;50mg,mg,烷化剂,基于知识图谱扩充,Cyclophosphamide,CTX,环磷酰胺,1-3mg/kg,,每日1次,口服,口服,甲状腺相关眼病;自身免疫性甲状腺炎,严重骨髓抑制;严重感染;妊娠,骨髓抑制;出血性膀胱炎;脱发;恶心,阿洛别嘌醇;华法林,大量饮水预防膀胱炎,D,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,aminoglutethimide,氨鲁米特,250mg,mg,肾上腺皮质抑制剂,基于知识图谱扩充,Aminoglutethimide,AGT,氨鲁米特,250-1000mg,,每日2次;每日4次,口服,口服,库欣综合征;肾上腺皮质癌,严重肝肾功能不全,皮疹;嗜睡;共济失调;甲状腺功能减退,华法林;地高辛;糖皮质激素,需同时补充糖皮质激素,D,肾功能不全时减量,肝功能损害时谨慎,BID,,,
general-drug-database.ts,prednisolone,泼尼松龙,5mg;25mg,mg,糖皮质激素,基于知识图谱扩充,Prednisolone,PSL,强的松龙,5-60mg,,每日1次;每日4次,口服,口服,肾上腺皮质功能不全;严重过敏反应;炎症性疾病,真菌感染;病毒感染;严重精神病,感染易感性增加;骨质疏松;消化性溃疡;血糖升高,华法林;水杨酸类;利尿剂,餐后服用,C,正常剂量,肝功能损害时减量,QD,,,
general-drug-database.ts,methylprednisolone,甲泼尼松龙,4mg;16mg,mg,糖皮质激素,基于知识图谱扩充,Methylprednisolone,MP,美卓乐,4-48mg,,每日1次;每日4次,口服,口服,急性肾上腺皮质功能不全;器官移植排斥反应,全身性真菌感染;活疫苗接种,感染风险增加;电解质紊乱;精神症状,环孢素;酮康唑;利福平,可与或不与食物同服,C,正常剂量,肝功能损害时谨慎,QD,,,
general-drug-database.ts,eplerenone,依普利酮,25mg;50mg,mg,选择性醛固酮受体拮抗剂,基于知识图谱扩充,Eplerenone,EPL,倍博特,25-50mg,,每日1次,口服,口服,原发性醛固酮增多症;高血压,高钾血症>5.5mmol/L;严重肾功能不全,高钾血症;头晕;腹泻;咳嗽,ACE抑制剂;强效CYP3A4抑制剂,可与或不与食物同服,B,肾功能不全时减量,肝功能损害时减量,QD,,,
general-drug-database.ts,octreotide,奥曲肽,0.05mg;0.1mg;0.5mg,mg,生长抑素类似物,基于知识图谱扩充,Octreotide,OCT,善宁,0.05-0.2mg,,每日2次;每日3次,皮下注射,皮下注射,肢端肥大症;胃肠道神经内分泌肿瘤,胆囊结石;严重肝功能不全,腹痛;腹泻;恶心;胆囊结石;血糖异常,胰岛素;环孢素;生长激素,注射前达室温,B,正常剂量,肝功能损害时减量,BID,,,
general-drug-database.ts,desmopressin,去氨加压素,0.1mg;0.2mg,mg,抗利尿激素类似物,基于知识图谱扩充,Desmopressin,DDAVP,弥凝,0.1-1.2mg,,每日1次;每日3次,口服,口服;鼻喷,中枢性尿崩症;夜间遗尿;血友病A;vonWillebrand病,心衰;低钠血症;多饮症,头痛;恶心;水中毒;低钠血症,三环抗抑郁药;氯丙嗪;卡马西平,晚上服用减少夜尿,B,肾功能不全时谨慎,正常剂量,QD,,,
general-drug-database.ts,bromocriptine,溴隐亭,2.5mg,mg,多巴胺受体激动剂,基于知识图谱扩充,Bromocriptine,BRC,溴隐亭,1.25-7.5mg,,每日2次;每日3次,口服,口服,泌乳素瘤;肢端肥大症;帕金森病,妊娠;严重心血管疾病;精神病,恶心;头晕;直立性低血压;幻觉,多巴胺拮抗剂;麦角生物碱,餐时服用减少胃肠道反应,B,正常剂量,肝功能损害时减量,BID,,,
general-drug-database.ts,cabergoline,卡麦角林,0.5mg,mg,多巴胺受体激动剂,基于知识图谱扩充,Cabergoline,CAB,卡麦角林,0.25-3mg,,每周2次,口服,口服,泌乳素瘤;帕金森病,心脏瓣膜疾病;肺纤维化;妊娠,恶心;头晕;疲劳;便秘,多巴胺拮抗剂;大环内酯类抗生素,可与或不与食物同服,B,正常剂量,肝功能损害时减量,BIW,,,
general-drug-database.ts,vasopressin,加压素,20IU/ml,IU,抗利尿激素,基于知识图谱扩充,Vasopressin,AVP,垂体后叶素,5-10IU,,必要时,静脉注射,静脉注射;肌肉注射,中枢性尿崩症;消化道出血;心脏停搏,冠心病;周围血管疾病;慢性肾炎,苍白;出汗;腹部绞痛;心律失常,三环抗抑郁药;氯丙嗪,缓慢静脉注射,C,肾功能不全时谨慎,正常剂量,PRN,,,
general-drug-database.ts,pasireotide,帕瑞肽,0.3mg;0.6mg;0.9mg,mg,生长抑素类似物,基于知识图谱扩充,Pasireotide,PAS,施美芬,0.6-0.9mg,,每日2次,皮下注射,皮下注射,库欣病;肢端肥大症,严重肝功能不全;1型糖尿病,高血糖;胆石症;腹泻;恶心,胰岛素;口服降糖药,注射部位轮换,C,正常剂量,严重肝功能损害时减量,BID,,,
general-drug-database.ts,pegvisomant,培维司他,10mg;15mg;20mg,mg,生长激素受体拮抗剂,基于知识图谱扩充,Pegvisomant,PEG,体增安,10-30mg,,每日1次,皮下注射,皮下注射,肢端肥大症,严重肝功能不全;妊娠,注射部位反应;转氨酶升高;脂肪萎缩,生长激素;胰岛素,定期监测肝功能,B,正常剂量,肝功能损害时禁用,QD,,,
general-drug-database.ts,enalapril,依那普利,2.5mg;5mg;10mg;20mg,mg,ACE抑制剂,基于知识图谱扩充,Enalapril,ENA,悦宁定,2.5-40mg,,每日1次;每日2次,口服,口服,高血压;心力衰竭;糖尿病肾病,血管神经性水肿;妊娠;高钾血症;双侧肾动脉狭窄,干咳;血管神经性水肿;高钾血症;头晕,利尿剂;钾补充剂;锂剂,首剂现象注意低血压,D,肾功能不全时减量,正常剂量,QD,,,
general-drug-database.ts,telmisartan,替米沙坦,20mg;40mg;80mg,mg,ARB类,基于知识图谱扩充,Telmisartan,TEL,美卡素,20-80mg,,每日1次,口服,口服,高血压;糖尿病肾病;心血管事件预防,妊娠;高钾血症;胆道疾病,头晕;上呼吸道感染;背痛,地高辛;华法林;锂剂,可与或不与食物同服,D,正常剂量,轻中度肝功能损害无需调整,QD,,,
general-drug-database.ts,metoprolol,美托洛尔,12.5mg;25mg;50mg;100mg,mg,选择性β1受体阻滞剂,基于知识图谱扩充,Metoprolol,MET,倍他乐克,25-200mg,,每日1次;每日2次,口服,口服,高血压;心绞痛;心力衰竭;心肌梗死,哮喘;严重心力衰竭;窦性心动过缓,疲劳;头晕;失眠;胃肠道反应,胰岛素;地高辛;西咪替丁,可与食物同服,C,正常剂量,肝功能损害时减量,QD,,,
