ICD-10代码,速记码,拼音码,中文名称,英文名称,分类,描述,严重程度
C18.4,COLON-CA-TRAN,HJCDA,横结肠癌,Malignant neoplasm of transverse colon,恶性肿瘤-消化系统,横结肠恶性肿瘤,严重
C18.5,COLON-CA-SPL,PQQDA,脾曲癌,Malignant neoplasm of splenic flexure,恶性肿瘤-消化系统,结肠脾曲恶性肿瘤,严重
C18.6,COLON-CA-DESC,JJCDA,降结肠癌,Malignant neoplasm of descending colon,恶性肿瘤-消化系统,降结肠恶性肿瘤,严重
C18.7,COLON-CA-SIG,YZCJCDA,乙状结肠癌,Malignant neoplasm of sigmoid colon,恶性肿瘤-消化系统,乙状结肠恶性肿瘤,严重
C19,RECT-SIG-CA,ZJJCDA,直肠乙状结肠交界癌,Rectosigmoid junction cancer,恶性肿瘤-消化系统,直肠乙状结肠交界恶性肿瘤,严重
C20,RECTAL-CA,ZCDA,直肠癌,Rectal cancer,恶性肿瘤-消化系统,直肠恶性肿瘤,严重
C22.0,HCC,GBXBAZA,肝细胞癌,Hepatocellular carcinoma,恶性肿瘤-消化系统,原发性肝细胞癌,严重
C22.1,CHOLANGIO-CA,DGXBAZA,胆管细胞癌,Intrahepatic cholangiocarcinoma,恶性肿瘤-消化系统,肝内胆管细胞癌,严重
C22.9,LIVER-CA,GA,肝癌,Liver cancer unspecified,恶性肿瘤-消化系统,肝恶性肿瘤未特指,严重
C24.0,EXTRAHEP-BILE-CA,GWDGDA,肝外胆管癌,Extrahepatic bile duct cancer,恶性肿瘤-消化系统,肝外胆管恶性肿瘤,严重
C23,GB-CA,DNDA,胆囊癌,Gallbladder cancer,恶性肿瘤-消化系统,胆囊恶性肿瘤,严重
C25.9,PANCREAS-CA,YXDA,胰腺癌,Pancreatic cancer,恶性肿瘤-消化系统,胰腺恶性肿瘤,严重
C25.0,PANCREAS-CA-HEAD,YXTDA,胰头癌,Malignant neoplasm of head of pancreas,恶性肿瘤-消化系统,胰头恶性肿瘤,严重
C25.1,PANCREAS-CA-BODY,YXTDA,胰体癌,Malignant neoplasm of body of pancreas,恶性肿瘤-消化系统,胰体恶性肿瘤,严重
C25.2,PANCREAS-CA-TAIL,YWDA,胰尾癌,Malignant neoplasm of tail of pancreas,恶性肿瘤-消化系统,胰尾恶性肿瘤,严重
C34.90,LUNG-CA,FA,肺癌,Lung cancer,恶性肿瘤-呼吸系统,肺恶性肿瘤,严重
C34.10,LUNG-CA-UPPER,FSYDA,肺上叶癌,Malignant neoplasm of upper lobe lung,恶性肿瘤-呼吸系统,肺上叶恶性肿瘤,严重
C34.30,LUNG-CA-LOWER,FXYDA,肺下叶癌,Malignant neoplasm of lower lobe lung,恶性肿瘤-呼吸系统,肺下叶恶性肿瘤,严重
C34.20,LUNG-CA-MIDDLE,FZYDA,肺中叶癌,Malignant neoplasm of middle lobe lung,恶性肿瘤-呼吸系统,肺中叶恶性肿瘤,严重
C50.9,BREAST-CA,RXDA,乳腺癌,Breast cancer,恶性肿瘤-乳腺,乳腺恶性肿瘤,严重
C50.0,BREAST-CA-NIPPLE,RTZJQDA,乳头乳晕区癌,Malignant neoplasm of nipple and areola,恶性肿瘤-乳腺,乳头乳晕恶性肿瘤,严重
C50.1,BREAST-CA-CENTRAL,RXYZBDA,乳腺中央部癌,Malignant neoplasm of central portion of breast,恶性肿瘤-乳腺,乳腺中央部恶性肿瘤,严重
C50.2,BREAST-CA-UIQ,RXSNXQDA,乳腺上内象限癌,Malignant neoplasm of upper-inner quadrant of breast,恶性肿瘤-乳腺,乳腺上内象限恶性肿瘤,严重
C50.3,BREAST-CA-LIQ,RXXNXQDA,乳腺下内象限癌,Malignant neoplasm of lower-inner quadrant of breast,恶性肿瘤-乳腺,乳腺下内象限恶性肿瘤,严重
C50.4,BREAST-CA-UOQ,RXSWXQDA,乳腺上外象限癌,Malignant neoplasm of upper-outer quadrant of breast,恶性肿瘤-乳腺,乳腺上外象限恶性肿瘤,严重
C50.5,BREAST-CA-LOQ,RXXWXQDA,乳腺下外象限癌,Malignant neoplasm of lower-outer quadrant of breast,恶性肿瘤-乳腺,乳腺下外象限恶性肿瘤,严重
C53.9,CERVIX-CA,GJDA,宫颈癌,Cervical cancer,恶性肿瘤-妇科,宫颈恶性肿瘤,严重
C54.1,ENDO-CA,ZGNMDA,子宫内膜癌,Endometrial cancer,恶性肿瘤-妇科,子宫内膜恶性肿瘤,严重
C56,OVARIAN-CA,LCDA,卵巢癌,Ovarian cancer,恶性肿瘤-妇科,卵巢恶性肿瘤,严重
C61,PROSTATE-CA,QLXDA,前列腺癌,Prostate cancer,恶性肿瘤-泌尿生殖系统,前列腺恶性肿瘤,严重
C64,KIDNEY-CA,SZDA,肾癌,Kidney cancer,恶性肿瘤-泌尿生殖系统,肾恶性肿瘤,严重
C64.9,RCC,SZXBAZA,肾细胞癌,Renal cell carcinoma,恶性肿瘤-泌尿生殖系统,肾细胞恶性肿瘤,严重
C67.9,BLADDER-CA,PGDA,膀胱癌,Bladder cancer,恶性肿瘤-泌尿生殖系统,膀胱恶性肿瘤,严重
C73,THYROID-CA,ZJXDA,甲状腺癌,Thyroid cancer,恶性肿瘤-内分泌,甲状腺恶性肿瘤,严重
C43.9,MELANOMA,HSD,黑色素瘤,Melanoma,恶性肿瘤-皮肤,恶性黑色素瘤,严重
C43.5,MELANOMA-TRUNK,QDSD,躯干黑色素瘤,Malignant melanoma of trunk,恶性肿瘤-皮肤,躯干恶性黑色素瘤,严重
C44.9,SKIN-CA,PFDA,皮肤癌,Skin cancer,恶性肿瘤-皮肤,皮肤恶性肿瘤,中等
C71.9,BRAIN-CA,NLDA,脑肿瘤,Brain cancer,恶性肿瘤-神经系统,脑恶性肿瘤,严重
C71.0,BRAIN-CA-CEREB,DNQZL,大脑肿瘤,Malignant neoplasm of cerebrum,恶性肿瘤-神经系统,大脑恶性肿瘤,严重
C71.6,BRAIN-CA-CEREB,XNZL,小脑肿瘤,Malignant neoplasm of cerebellum,恶性肿瘤-神经系统,小脑恶性肿瘤,严重
C79.51,BONE-METS,GZZYDGZZL,骨转移癌,Bone metastasis,恶性肿瘤-转移,骨骼转移性恶性肿瘤,严重
C78.0,LUNG-METS,FZZYDGZZL,肺转移癌,Lung metastasis,恶性肿瘤-转移,肺转移性恶性肿瘤,严重
C78.7,LIVER-METS,GZZYDGZZL,肝转移癌,Liver metastasis,恶性肿瘤-转移,肝转移性恶性肿瘤,严重
C79.31,BRAIN-METS,NLZZYDGZZL,脑转移癌,Brain metastasis,恶性肿瘤-转移,脑转移性恶性肿瘤,严重
C91.00,ALL,JXLBXBXBL,急性淋巴细胞白血病,Acute lymphoblastic leukemia,恶性肿瘤-血液,急性淋巴细胞白血病未缓解,严重
C92.00,AML,JXSXBXBL,急性髓系白血病,Acute myeloid leukemia,恶性肿瘤-血液,急性髓系白血病未缓解,严重
C91.10,CLL,MXLBXBXBL,慢性淋巴细胞白血病,Chronic lymphocytic leukemia,恶性肿瘤-血液,慢性淋巴细胞白血病,严重
C92.10,CML,MXSXBXBL,慢性髓系白血病,Chronic myeloid leukemia,恶性肿瘤-血液,慢性髓系白血病,严重
C81.90,HL,HJL,霍奇金淋巴瘤,Hodgkin lymphoma,恶性肿瘤-血液,霍奇金淋巴瘤未特指,严重
C82.90,NHL-FL,FBXLBL,滤泡性淋巴瘤,Follicular lymphoma,恶性肿瘤-血液,滤泡性淋巴瘤未特指,严重
C83.30,NHL-DLBCL,MXDBBXLBL,弥漫大B细胞淋巴瘤,Diffuse large B-cell lymphoma,恶性肿瘤-血液,弥漫大B细胞淋巴瘤,严重
C90.00,MM,DFXGSZL,多发性骨髓瘤,Multiple myeloma,恶性肿瘤-血液,多发性骨髓瘤未缓解,严重
C49.9,SOFT-TISSUE-SARCOMA,RZZRRL,软组织肉瘤,Soft tissue sarcoma,恶性肿瘤-软组织,软组织恶性肿瘤,严重
C40.90,BONE-SARCOMA,GZZL,骨肉瘤,Bone sarcoma,恶性肿瘤-骨,骨恶性肿瘤,严重
C32.9,LARYNX-CA,HDA,喉癌,Laryngeal cancer,恶性肿瘤-头颈,喉恶性肿瘤,严重
C01,TONGUE-CA,SDA,舌癌,Tongue cancer,恶性肿瘤-头颈,舌恶性肿瘤,严重
C10.9,PHARYNX-CA,YDA,咽癌,Pharyngeal cancer,恶性肿瘤-头颈,咽恶性肿瘤,严重
C11.9,NPC,BYDA,鼻咽癌,Nasopharyngeal carcinoma,恶性肿瘤-头颈,鼻咽恶性肿瘤,严重
C74.90,ADRENAL-CA,SSWZL,肾上腺肿瘤,Adrenal gland cancer,恶性肿瘤-内分泌,肾上腺恶性肿瘤,严重
C75.1,PITUITARY-CA,CTZL,垂体瘤,Pituitary gland cancer,恶性肿瘤-内分泌,垂体恶性肿瘤,中等
D09.0,CIS-BLADDER,PGYWZA,膀胱原位癌,Carcinoma in situ of bladder,原位癌,膀胱原位癌,中等
D05.90,DCIS,RXGZNYWZA,乳腺导管原位癌,Ductal carcinoma in situ,原位癌,乳腺导管原位癌,中等
D06.9,CIS-CERVIX,GJYWZA,宫颈原位癌,Carcinoma in situ of cervix,原位癌,宫颈原位癌,中等
D00.1,CIS-ESOPH,SGYWZA,食管原位癌,Carcinoma in situ of esophagus,原位癌,食管原位癌,中等
D00.2,CIS-GASTRIC,WYWZA,胃原位癌,Carcinoma in situ of stomach,原位癌,胃原位癌,中等
D01.0,CIS-COLON,JCYWZA,结肠原位癌,Carcinoma in situ of colon,原位癌,结肠原位癌,中等
D02.2,CIS-LUNG,ZQGYWZA,支气管原位癌,Carcinoma in situ of bronchus and lung,原位癌,支气管肺原位癌,中等
D12.6,COLON-POLYP,JCXR,结肠息肉,Colon polyp benign,良性肿瘤-消化,结肠良性息肉,轻度
D13.1,GASTRIC-POLYP,WXR,胃息肉,Gastric polyp benign,良性肿瘤-消化,胃良性息肉,轻度
D25.9,FIBROID,ZGJL,子宫肌瘤,Uterine fibroid,良性肿瘤-妇科,子宫平滑肌瘤,轻度
D27.9,OVARIAN-CYST,LCNZ,卵巢囊肿,Ovarian cyst benign,良性肿瘤-妇科,卵巢良性囊肿,轻度
D29.1,PROSTATE-BPH,QLXZS,前列腺增生,Benign prostatic hyperplasia,良性肿瘤-泌尿,良性前列腺增生,轻度
D34,THYROID-NODULE,ZJXJJ,甲状腺结节,Thyroid nodule benign,良性肿瘤-内分泌,甲状腺良性结节,轻度
D35.00,ADRENAL-ADENOMA,SSWXL,肾上腺腺瘤,Adrenal adenoma,良性肿瘤-内分泌,肾上腺良性腺瘤,轻度
D35.2,PITUITARY-ADENOMA,CTXL,垂体腺瘤,Pituitary adenoma,良性肿瘤-内分泌,垂体良性腺瘤,中等
D48.0,BONE-TUMOR-UNC,GZZLWDXZWMQ,骨肿瘤性质不确定,Bone tumor uncertain behavior,不确定肿瘤,骨肿瘤性质未明,中等
D48.1,SOFT-TISSUE-UNC,RZZLXZWMQ,软组织肿瘤性质不确定,Soft tissue tumor uncertain behavior,不确定肿瘤,软组织肿瘤性质未明,中等
D49.0,DIGEST-TUMOR-UNC,XHXTZLXZWMQ,消化系统肿瘤性质不确定,Digestive tumor uncertain behavior,不确定肿瘤,消化系统肿瘤性质未明,中等
D49.1,RESP-TUMOR-UNC,HXXTZZLXZWMQ,呼吸系统肿瘤性质不确定,Respiratory tumor uncertain behavior,不确定肿瘤,呼吸系统肿瘤性质未明,中等
D49.2,GU-TUMOR-UNC,NSSQZZLXZWMQ,泌尿生殖系统肿瘤性质不确定,Genitourinary tumor uncertain behavior,不确定肿瘤,泌尿生殖肿瘤性质未明,中等
Z85.3,HX-BREAST-CA,RXDABS,乳腺癌病史,Personal history of breast cancer,肿瘤病史,既往乳腺癌史,管理
Z85.46,HX-PROSTATE-CA,QLXDABS,前列腺癌病史,Personal history of prostate cancer,肿瘤病史,既往前列腺癌史,管理
Z85.00,HX-DIGEST-CA,XHXTZLBS,消化系统肿瘤病史,Personal history of digestive cancer,肿瘤病史,既往消化系统肿瘤史,管理
Z85.118,HX-LUNG-CA,FDABS,肺癌病史,Personal history of lung cancer,肿瘤病史,既往肺癌史,管理
Z51.11,CHEMO,HLJHZL,化疗,Chemotherapy session,肿瘤治疗,化学治疗状态,管理
Z51.0,RADIO,FSLZL,放疗,Radiotherapy session,肿瘤治疗,放射治疗状态,管理
Z08,F/U-CA,ZLHSGJC,肿瘤治疗后随访检查,Follow-up after cancer treatment,肿瘤随访,肿瘤治疗后随访,管理
Z12.11,CA-SCREEN-COLON,JCDAZL,结肠癌筛查,Screening for colon cancer,肿瘤筛查,结直肠癌筛查,预防
Z12.31,CA-SCREEN-BREAST,RXDAZL,乳腺癌筛查,Screening for breast cancer,肿瘤筛查,乳腺癌筛查,预防
Z12.5,CA-SCREEN-PROSTATE,QLXDAZL,前列腺癌筛查,Screening for prostate cancer,肿瘤筛查,前列腺癌筛查,预防
Z12.2,CA-SCREEN-GI,XHXTZLSC,消化系统肿瘤筛查,Screening for GI cancer,肿瘤筛查,消化道肿瘤筛查,预防
I21.9,AMI,JXJXGJSZGZ,急性心肌梗死,Acute myocardial infarction,心血管疾病-冠心病,急性心肌梗死未特指,危重
I21.0,STEMI-ANT,QBSTEMI,前壁STEMI,ST elevation MI anterior wall,心血管疾病-冠心病,前壁ST段抬高型心肌梗死,危重
I21.1,STEMI-INF,XBSTEMI,下壁STEMI,ST elevation MI inferior wall,心血管疾病-冠心病,下壁ST段抬高型心肌梗死,危重
I21.2,STEMI-LAT,CBSTEMI,侧壁STEMI,ST elevation MI lateral wall,心血管疾病-冠心病,侧壁ST段抬高型心肌梗死,危重
I21.4,NSTEMI,FSTSTEMI,非ST抬高心梗,Non-ST elevation MI,心血管疾病-冠心病,非ST段抬高型心肌梗死,危重
I20.0,UA,BWDXXJT,不稳定心绞痛,Unstable angina,心血管疾病-冠心病,不稳定型心绞痛,严重
I20.1,ANGINA-SPASM,BJXXJT,痉挛性心绞痛,Angina with spasm,心血管疾病-冠心病,血管痉挛性心绞痛,严重
I20.8,ANGINA-STABLE,WDXXJT,稳定心绞痛,Stable angina,心血管疾病-冠心病,稳定型心绞痛,中等
I20.9,ANGINA,XXJTWTZ,心绞痛未特指,Angina pectoris unspecified,心血管疾病-冠心病,心绞痛未分类,中等
I25.10,CAD,GXBGXB,冠心病,Coronary artery disease,心血管疾病-冠心病,动脉粥样硬化性心脏病,严重
I25.5,ISCHEMIC-CMPY,QXXXJB,缺血性心肌病,Ischemic cardiomyopathy,心血管疾病-冠心病,缺血性心肌病变,严重
I25.2,OLD-MI,CJXGJSZGZ,陈旧性心肌梗死,Old myocardial infarction,心血管疾病-冠心病,既往心肌梗死,中等
I50.9,HF,XSBJWTZ,心衰,Heart failure,心血管疾病-心衰,心力衰竭未特指,严重
I50.1,LVF,ZXSB,左心衰,Left ventricular failure,心血管疾病-心衰,左心室衰竭,严重
I50.20,HFrEF,SJFXJXSB,射血分数降低心衰,Systolic heart failure,心血管疾病-心衰,收缩性心力衰竭,严重
I50.30,HFpEF,SJFBCXSB,射血分数保存心衰,Diastolic heart failure,心血管疾病-心衰,舒张性心力衰竭,严重
I50.41,ACUTE-HF,JXXSB,急性心衰,Acute combined systolic and diastolic heart failure,心血管疾病-心衰,急性心力衰竭,危重
I50.43,ACUTE-ON-CHF,JXJXMXSB,慢性心衰急性加重,Acute on chronic combined heart failure,心血管疾病-心衰,慢性心衰急性加重,严重
I50.84,RVHF,YXSB,右心衰,Right heart failure,心血管疾病-心衰,右心室衰竭,严重
I10,HTN,GXY,高血压,Hypertension,心血管疾病-高血压,原发性高血压,中等
I11.9,HTN-HD,GXYXXB,高血压心脏病,Hypertensive heart disease,心血管疾病-高血压,高血压性心脏病,严重
I12.9,HTN-CKD,GXYSZB,高血压肾病,Hypertensive chronic kidney disease,心血管疾病-高血压,高血压性肾病,严重
I13.0,HTN-HCKD,GXYXXJSZB,高血压心肾病,Hypertensive heart and CKD,心血管疾病-高血压,高血压性心肾病,严重
I16.9,HYP-CRISIS,GXYWJ,高血压危象,Hypertensive crisis,心血管疾病-高血压,高血压危象,危重
I16.0,HYP-URGENCY,GXYJZ,高血压急症,Hypertensive urgency,心血管疾病-高血压,高血压急症,严重
I16.1,HYP-EMERGENCY,GXYWJ,高血压危症,Hypertensive emergency,心血管疾病-高血压,高血压危症伴靶器官损害,危重
I48.91,AFIB,XZCF,心房颤动,Atrial fibrillation,心血管疾病-心律失常,心房颤动未特指,严重
I48.0,AFIB-PAROX,ZFXXZCF,阵发性心房颤动,Paroxysmal atrial fibrillation,心血管疾病-心律失常,阵发性房颤,中等
I48.1,AFIB-PERS,CXXZCF,持续性心房颤动,Persistent atrial fibrillation,心血管疾病-心律失常,持续性房颤,严重
I48.2,AFIB-PERM,YGJXXZCF,永久性心房颤动,Permanent atrial fibrillation,心血管疾病-心律失常,永久性房颤,严重
I48.3,AFLUTTER,XZPL,心房扑动,Atrial flutter,心血管疾病-心律失常,心房扑动,中等
I47.2,VT,SSXSDGSP,室上性心动过速,Ventricular tachycardia,心血管疾病-心律失常,室性心动过速,严重
I47.1,SVT,SSXXSDGSP,室上性心动过速,Supraventricular tachycardia,心血管疾病-心律失常,室上性心动过速,中等
I49.01,VF,SXCF,室颤,Ventricular fibrillation,心血管疾病-心律失常,室性颤动,危重
I46.9,CARDIAC-ARREST,XZTTZGZ,心脏骤停,Cardiac arrest,心血管疾病-心律失常,心脏骤停未特指,危重
I44.2,AVB-COMPLETE,WQXXZZ,完全性房室传导阻滞,Complete AV block,心血管疾病-心律失常,三度房室传导阻滞,严重
I44.1,AVB-2ND,ERDXXSZZ,二度房室阻滞,Second degree AV block,心血管疾病-心律失常,二度房室传导阻滞,中等
I44.0,AVB-1ST,YIDXXSZZ,一度房室阻滞,First degree AV block,心血管疾病-心律失常,一度房室传导阻滞,轻度
I49.5,SSS,BFBJZHZ,病窦综合征,Sick sinus syndrome,心血管疾病-心律失常,病态窦房结综合征,中等
I49.8,BRADYCARDIA,XDGSH,心动过缓,Bradycardia,心血管疾病-心律失常,心动过缓,中等
I34.0,MR,EJBGBBQ,二尖瓣关闭不全,Mitral regurgitation,心血管疾病-瓣膜病,二尖瓣反流,严重
I34.2,MS,EJBXZ,二尖瓣狭窄,Mitral stenosis,心血管疾病-瓣膜病,二尖瓣狭窄,严重
I35.0,AS,ZDBXZ,主动脉瓣狭窄,Aortic stenosis,心血管疾病-瓣膜病,主动脉瓣狭窄,严重
I35.1,AR,ZDBBGBBQ,主动脉瓣关闭不全,Aortic regurgitation,心血管疾病-瓣膜病,主动脉瓣反流,严重
I36.0,TR,SJBGBBQ,三尖瓣关闭不全,Tricuspid regurgitation,心血管疾病-瓣膜病,三尖瓣反流,中等
I08.0,RHEUMATIC-MR,FSBEJBGBBQ,风湿性二尖瓣关闭不全,Rheumatic mitral regurgitation,心血管疾病-瓣膜病,风湿性二尖瓣病,严重
I42.0,DCM,KSXXJB,扩张型心肌病,Dilated cardiomyopathy,心血管疾病-心肌病,扩张型心肌病,严重
I42.1,HOCM,FSHXFDXXJB,肥厚梗阻性心肌病,Hypertrophic obstructive cardiomyopathy,心血管疾病-心肌病,肥厚梗阻性心肌病,严重
I42.2,HCM,FSHXXJB,肥厚型心肌病,Hypertrophic cardiomyopathy,心血管疾病-心肌病,肥厚型心肌病,严重
I42.5,RCM,XZXXJB,限制型心肌病,Restrictive cardiomyopathy,心血管疾病-心肌病,限制型心肌病,严重
I40.9,MYOCARDITIS,XXJYWTZ,心肌炎,Myocarditis,心血管疾病-心肌病,心肌炎未特指,严重
I30.9,PERICARDITIS,XBYWTZ,心包炎,Pericarditis,心血管疾病-心包疾病,心包炎未特指,中等
I31.3,PERIC-EFFUSION,XBJY,心包积液,Pericardial effusion,心血管疾病-心包疾病,心包积液,中等
I31.1,CONSTRIC-PERIC,SSXXBY,缩窄性心包炎,Constrictive pericarditis,心血管疾病-心包疾病,缩窄性心包炎,严重
I31.4,TAMPONADE,XBTY,心包填塞,Cardiac tamponade,心血管疾病-心包疾病,心包填塞,危重
I26.99,PE,FDSL,肺栓塞,Pulmonary embolism,心血管疾病-血栓栓塞,急性肺栓塞,严重
I26.02,MASSIVE-PE,DZFDSL,大面积肺栓塞,Saddle embolus of pulmonary artery with acute cor pulmonale,心血管疾病-血栓栓塞,大面积肺栓塞伴右心衰,危重
I80.10,DVT-FEMORAL,GDMJXXZ,股深静脉血栓,DVT of femoral vein,心血管疾病-血栓栓塞,股静脉血栓形成,严重
I82.40,DVT-LOWER,XZSJMJXXZ,下肢深静脉血栓,DVT of lower extremity,心血管疾病-血栓栓塞,下肢深静脉血栓,严重
I63.9,STROKE-ISCH,QXZQNGZWTZ,缺血性脑卒中,Ischemic stroke,心血管疾病-脑血管病,缺血性脑梗死,严重
I61.9,STROKE-HEM,NCZXWTZ,脑出血,Hemorrhagic stroke,心血管疾病-脑血管病,出血性脑卒中,危重
I60.9,SAH,ZMNXCX,蛛网膜下腔出血,Subarachnoid hemorrhage,心血管疾病-脑血管病,蛛网膜下腔出血,危重
G45.9,TIA,DWZQXZFZ,短暂性脑缺血发作,Transient ischemic attack,心血管疾病-脑血管病,TIA未特指,中等
I71.4,AAA-ABD,FZDMLS,腹主动脉瘤,Abdominal aortic aneurysm,心血管疾病-血管病,腹主动脉瘤未破裂,严重
I71.00,AAA-RUPTURE,FZDMLSPL,主动脉瘤破裂,Aortic aneurysm rupture,心血管疾病-血管病,主动脉瘤破裂,危重
I71.01,THORACIC-ANEURYSM,XBZDMLS,胸主动脉瘤,Thoracic aortic aneurysm,心血管疾病-血管病,胸主动脉瘤,严重
I71.03,AORTIC-DISSECTION,ZDMJL,主动脉夹层,Aortic dissection,心血管疾病-血管病,主动脉夹层,危重
I70.0,ATHEROSCLEROSIS-AORTA,ZDMZYHB,主动脉粥样硬化,Atherosclerosis of aorta,心血管疾病-血管病,主动脉粥样硬化,中等
I70.2,PAD,WZMDMB,外周动脉疾病,Peripheral arterial disease,心血管疾病-血管病,下肢动脉粥样硬化,严重
I73.9,PVD,WZXGBJWTZ,外周血管病,Peripheral vascular disease,心血管疾病-血管病,外周血管疾病未特指,中等
I73.0,RAYNAUD,LNZHZ,雷诺综合征,Raynaud syndrome,心血管疾病-血管病,雷诺现象,轻度
I27.0,PPHN,YDMGXY,原发性肺动脉高压,Primary pulmonary hypertension,心血管疾病-肺循环,原发性肺高压,严重
I27.2,SECOND-PH,JFXFDMGXY,继发性肺动脉高压,Secondary pulmonary hypertension,心血管疾病-肺循环,继发性肺高压,严重
I27.81,COR-PULMONALE,FYDXXB,肺源性心脏病,Cor pulmonale,心血管疾病-肺循环,慢性肺源性心脏病,严重
Q21.0,VSD,SSJGQS,室间隔缺损,Ventricular septal defect,先天性心脏病,室间隔缺损,中等
Q21.1,ASD,FZJGQS,房间隔缺损,Atrial septal defect,先天性心脏病,房间隔缺损,中等
Q25.0,PDA,DMGWBBL,动脉导管未闭,Patent ductus arteriosus,先天性心脏病,动脉导管未闭,中等
Q21.3,TOF,FLLDZZHX,法洛四联症,Tetralogy of Fallot,先天性心脏病,法洛四联症,严重
Q20.3,TGA,DDMLWZ,大动脉转位,Transposition of great arteries,先天性心脏病,完全性大动脉转位,严重
Z95.1,POST-CABG,GZJQQSH,冠状动脉旁路术后,Status post CABG,心脏术后状态,冠脉搭桥术后,管理
Z95.5,POST-PCI,GJJRSQWZJRSH,冠脉介入术后,Status post coronary angioplasty,心脏术后状态,PCI术后,管理
Z95.0,PACEMAKER,XZDQCRSQWZ,心脏起搏器植入术后,Cardiac pacemaker in situ,心脏术后状态,心脏起搏器状态,管理
Z95.810,ICD-DEVICE,XZFCZQCRSQWZ,ICD植入术后,Automatic implantable cardiac defibrillator in situ,心脏术后状态,ICD植入状态,管理
Z95.2,PROSTHETIC-VALVE,RGGXZBZRSQWZ,人工心脏瓣膜置换术后,Prosthetic heart valve in situ,心脏术后状态,人工瓣膜状态,管理
Z79.01,ANTICOAG-LONG,CQKNJYZL,长期口服抗凝治疗,Long term use of anticoagulants,抗凝治疗,长期抗凝状态,管理
Z79.02,ANTIPLATELET-LONG,CQKFKXXBJYZL,长期口服抗血小板治疗,Long term use of antiplatelets,抗血小板治疗,长期抗血小板状态,管理
